Id;V0;V1;V2
1360;768;2631;2632
1361;768;1380;2809
1362;519;1379;3023
1363;73;1141;2108
1364;770;1677;2332
1365;771;1880;2037
1366;771;1890;2777
1367;861;2016;2262
1368;772;2669;2965
1369;660;1382;3046
1370;72;2533;3046
1371;310;1051;2180
1372;774;1896;2966
1373;491;1719;2424
1374;136;1422;1961
1375;450;1485;2514
1376;450;1027;1452
1377;777;1386;2962
1378;777;3011;3012
1379;92;1053;3137
1380;1053;1543;3137
1381;622;1944;2061
1382;978;2060;2342
1383;313;2508;2924
1384;780;1901;2923
1385;422;1091;1505
1386;781;1957;2213
1387;888;1675;2834
1388;384;1171;1492
1389;14;1171;2546
1390;784;2820;2821
1391;230;1969;2927
1392;785;2345;3018
1393;498;2191;2345
1394;786;1256;1888
1395;786;1828;2898
1396;52;897;1474
1397;897;1474;2368
1398;1079;2379;2425
1399;788;1479;3009
1400;1202;2492;3106
1401;789;2511;2645
1402;479;971;1006
1403;1280;2218;3043
1404;288;2575;2944
1405;1010;2943;2944
1406;397;2215;2263
1407;792;2263;2872
1408;886;1855;2516
1409;886;2166;3087
1410;837;1869;1870
1411;215;1871;3065
1412;795;1266;1301
1413;795;1871;3065
1414;357;1266;1301
1415;796;1302;2961
1416;797;1132;2194
1417;899;1885;1987
1418;799;1144;2625
1419;443;1144;2929
1420;387;1275;1276
1421;387;1276;2364
1422;1273;1810;2930
1423;858;1810;2930
1424;917;1937;2830
1425;802;1607;2830
1426;252;1577;2168
1427;486;1397;1430
1428;804;1747;2863
1429;804;1727;1729
1430;87;805;1728
1431;805;1151;1728
1432;806;893;1436
1433;554;1436;3138
1434;507;1739;2977
1435;507;1009;1807
1436;307;2355;3036
1437;808;3036;3037
1438;103;1045;1889
1439;1297;2333;2890
1440;1523;3098;3099
1441;1521;2351;3059
1442;48;1967;2566
1443;331;2693;3002
1444;138;1851;3088
1445;813;2474;3048
1446;814;1524;3114
1447;829;1288;1520
1448;285;1367;2717
1449;1036;1619;2415
1450;816;1230;2917
1451;816;1550;2917
1452;392;1007;1513
1453;817;1296;1513
1454;818;2634;2886
1455;209;1248;2603
1456;819;3130;3131
1457;894;2373;2374
1458;476;1777;1979
1459;239;1712;1799
1460;821;1502;1673
1461;478;1740;2852
1462;297;1044;1218
1463;822;1044;3140
1464;1457;1817;1930
1465;938;2974;2975
1466;17;824;1601
1467;824;1014;1601
1468;703;1757;2373
1469;266;1142;2372
1470;384;1172;1492
1471;680;1170;2599
1472;827;1712;1714
1473;13;1173;1835
1474;828;1569;2918
1475;239;2330;2918
1476;352;3000;3121
1477;829;2468;3122
1478;830;1805;2519
1479;63;2507;2519
1480;228;2328;2903
1481;1042;2328;2903
1482;832;1212;3125
1483;336;1212;2136
1484;426;919;1633
1485;426;1037;1778
1486;912;2019;2174
1487;980;2046;3102
1488;256;1870;3141
1489;835;1693;2598
1490;836;1087;1538
1491;1538;3053;3054
1492;481;1869;1870
1493;837;2883;3141
1494;838;1956;2197
1495;648;1686;2750
1496;908;1591;2367
1497;839;1780;2964
1498;443;1596;1597
1499;840;1596;2353
1500;1012;2225;2294
1501;403;1491;1982
1502;842;1598;1816
1503;842;1681;3039
1504;843;2179;3195
1505;31;1396;2223
1506;844;2811;2866
1507;195;1568;1795
1508;34;1483;1744
1509;845;2136;2532
1510;846;2334;2768
1511;493;1959;2334
1512;1186;2084;2744
1513;847;1672;2879
1514;848;1841;1928
1515;144;1546;3094
1516;504;1997;2774
1517;848;1645;2585
1518;441;1646;2909
1519;850;1593;3201
1520;16;1353;2371
1521;851;869;2662
1522;198;1622;1748
1523;437;852;1622
1524;421;1408;1578
1525;853;2186;2187
1526;118;2428;3105
1527;301;1720;2207
1528;855;1022;1902
1529;855;1902;3085
1530;461;909;1732
1531;107;856;1731
1532;857;1395;3063
1533;857;2989;3158
1534;515;1131;1504
1535;515;1254;1913
1536;158;947;1859
1537;1379;3020;3023
1538;504;1477;2889
1539;860;1477;3093
1540;683;2594;2643
1541;300;2016;2502
1542;1148;2224;2500
1543;862;1148;3049
1544;49;1290;3082
1545;863;1887;3198
1546;81;1143;2059
1547;864;1444;3155
1548;865;1689;1690
1549;865;1985;3208
1550;964;1405;3117
1551;866;1405;3117
1552;867;1657;2753
1553;662;1191;2434
1554;116;1266;2432
1555;539;2128;2173
1556;1196;2525;2662
1557;791;1837;2973
1558;870;3203;3204
1559;40;2026;2453
1560;40;871;2453
1561;418;1838;2785
1562;872;1973;2663
1563;873;1827;2156
1564;309;873;1827
1565;874;1808;2064
1566;482;1419;1525
1567;134;1413;1674
1568;990;2066;2362
1569;876;2236;2366
1570;876;1526;3080
1571;877;2221;2238
1572;877;1794;2221
1573;385;878;1747
1574;878;1747;2008
1575;879;1062;2261
1576;272;1062;2934
1577;190;1801;1876
1578;880;1179;3209
1579;1308;2444;2445
1580;263;969;2443
1581;882;1730;2267
1582;463;1818;2116
1583;368;1105;2318
1584;368;901;1466
1585;944;1919;3067
1586;76;1919;3014
1587;689;1191;2621
1588;885;1763;2795
1589;632;1613;1772
1590;268;1855;2096
1591;264;932;1584
1592;930;1775;2302
1593;644;1082;1721
1594;888;1675;2314
1595;117;2123;2857
1596;2641;2731;2857
1597;338;992;3118
1598;338;890;1478
1599;179;988;1814
1600;988;1814;2907
1601;51;892;2027
1602;312;892;2027
1603;163;893;2081
1604;163;1265;2053
1605;894;1577;1757
1606;894;1757;2373
1607;614;1691;1700
1608;78;969;1766
1609;896;2090;2330
1610;896;2330;3145
1611;669;2327;2496
1612;52;897;2327
1613;1696;2420;2893
1614;899;2194;2653
1615;260;2615;2653
1616;900;1024;1560
1617;251;900;1560
1618;901;902;1510
1619;85;901;1510
1620;902;1705;2199
1621;786;1888;2347
1622;849;1997;2280
1623;903;2631;2632
1624;424;1389;2478
1625;424;959;2198
1626;906;2161;3096
1627;905;1093;2161
1628;333;1073;2493
1629;1072;1074;1771
1630;89;2640;2855
1631;907;1556;3188
1632;329;1180;2367
1633;908;3161;3162
1634;577;1115;1830
1635;909;1115;1830
1636;328;1082;1083
1637;328;1083;2897
1638;249;1031;2455
1639;911;2442;3003
1640;912;1231;2651
1641;347;1192;2020
1642;437;1623;1988
1643;852;1622;1748
1644;1075;2735;2739
1645;1065;1573;2738
1646;1077;1574;2310
1647;349;1252;1254
1648;483;874;1936
1649;719;958;2624
1650;96;918;2032
1651;398;919;1756
1652;426;919;2778
1653;436;1561;2195
1654;232;921;1662
1655;232;1842;2204
1656;516;923;1529
1657;922;1529;3169
1658;611;1293;2403
1659;923;1293;2407
1660;208;1411;2971
1661;925;1223;2888
1662;534;1475;2102
1663;258;927;2193
1664;927;1055;2193
1665;114;927;1055
1666;944;3014;3015
1667;928;1137;2273
1668;590;2023;2808
1669;929;2224;2500
1670;264;1453;2302
1671;930;2810;2826
1672;931;1717;1998
1673;402;931;1717
1674;932;1877;2870
1675;932;1145;1877
1676;737;1734;3164
1677;408;933;1734
1678;188;934;1947
1679;378;934;1947
1680;524;1582;1606
1681;361;935;1013
1682;492;2591;2622
1683;492;936;1269
1684;435;937;1535
1685;126;1022;1486
1686;350;2196;2975
1687;37;2694;2974
1688;939;1954;2596
1689;541;939;2275
1690;940;2824;3103
1691;941;2079;2840
1692;941;1152;1658
1693;583;942;2183
1694;267;1854;2181
1695;943;2228;2229
1696;586;943;2228
1697;884;1279;1919
1698;884;994;3075
1699;193;2117;2741
1700;945;2286;2741
1701;946;1850;2354
1702;37;946;1850
1703;604;947;1718
1704;948;972;1940
1705;296;1624;1940
1706;812;1399;1733
1707;1399;1733;2988
1708;950;1838;2785
1709;296;1940;2346
1710;624;2186;2187
1711;79;951;1222
1712;720;1043;2505
1713;244;1226;2383
1714;126;2106;2781
1715;435;1536;2557
1716;487;1471;2307
1717;261;1471;2878
1718;755;1471;2878
1719;180;955;1826
1720;646;2014;2510
1721;347;956;2014
1722;584;2088;2794
1723;584;2088;2402
1724;719;958;1540
1725;509;2029;2031
1726;704;2638;2704
1727;201;1701;1786
1728;424;959;1949
1729;50;960;1455
1730;154;1779;2723
1731;154;1779;2095
1732;290;2249;2716
1733;153;1943;2085
1734;366;1056;2028
1735;366;963;1200
1736;964;1828;2898
1737;964;2898;3117
1738;510;965;2010
1739;509;965;2030
1740;1749;1781;2513
1741;185;1188;2321
1742;457;967;1767
1743;129;1770;2978
1744;881;968;1621
1745;263;881;968
1746;967;1767;1769
1747;263;969;1767
1748;396;970;1425
1749;64;1937;2830
1750;525;1667;1735
1751;305;2003;3029
1752;1157;2215;2263
1753;397;972;1624
1754;123;1636;1763
1755;431;1434;1671
1756;605;1660;2531
1757;469;2066;2362
1758;575;1017;1644
1759;335;975;1268
1760;394;976;1985
1761;235;976;1985
1762;445;977;1625
1763;977;2189;3064
1764;837;2342;2883
1765;62;2060;2342
1766;422;1605;3041
1767;422;2678;2769
1768;980;1965;2021
1769;578;980;2021
1770;758;2912;2913
1771;758;1026;1765
1772;1893;2887;3068
1773;415;1029;1473
1774;471;1655;1736
1775;448;1712;1714
1776;229;1713;2017
1777;1277;2995;3126
1778;82;1349;2205
1779;245;2070;2121
1780;245;2070;2882
1781;449;987;1657
1782;178;1892;2495
1783;461;856;1731
1784;577;1530;2881
1785;462;1845;1953
1786;273;1279;3074
1787;535;1284;2125
1788;287;991;2093
1789;991;2093;2124
1790;121;991;2124
1791;562;992;1704
1792;338;992;2109
1793;130;993;1189
1794;415;1029;1030
1795;591;2091;2942
1796;346;994;2091
1797;588;995;1299
1798;496;2522;2992
1799;478;996;1723
1800;250;996;1723
1801;1138;2641;2731
1802;997;1138;2641
1803;1122;1617;1939
1804;455;1447;1639
1805;999;2319;2711
1806;270;999;2319
1807;245;1000;2121
1808;431;1000;2121
1809;615;999;1649
1810;468;1847;2488
1811;728;2025;2790
1812;275;1003;2025
1813;1003;2025;2789
1814;129;1003;2789
1815;623;1881;2380
1816;1004;1881;1945
1817;205;1005;2196
1818;823;1868;2196
1819;1006;2003;2820
1820;230;1878;2820
1821;392;1296;1513
1822;392;1007;2134
1823;300;1232;2658
1824;381;1008;1232
1825;919;1633;1783
1826;398;919;1783
1827;426;1010;2778
1828;1010;2778;2943
1829;469;1660;1746
1830;405;1012;1806
1831;593;1493;2527
1832;361;824;1014
1833;361;1013;1014
1834;189;1013;1014
1835;438;937;1600
1836;7;1040;3181
1837;278;1570;1918
1838;444;1016;2248
1839;1016;2129;2274
1840;1017;1268;2751
1841;975;1268;2751
1842;473;984;1832
1843;698;1018;3024
1844;1019;1200;2650
1845;963;1200;2650
1846;645;1860;2147
1847;47;968;1621
1848;425;1120;2960
1849;425;1021;1980
1850;406;1289;1822
1851;406;1022;1486
1852;575;1644;1863
1853;388;1387;2089
1854;668;2544;2556
1855;314;1024;2544
1856;1025;1995;2559
1857;196;1025;1995
1858;274;981;1765
1859;274;1026;1765
1860;1147;2285;2554
1861;274;1027;1927
1862;631;1585;2446
1863;344;1246;2448
1864;525;1667;2206
1865;1029;1667;3135
1866;415;993;1030
1867;130;993;1030
1868;421;1578;3077
1869;421;1172;3157
1870;336;2136;2532
1871;34;1032;1643
1872;31;1033;1815
1873;1033;2223;2742
1874;32;1034;2472
1875;533;1480;1481
1876;161;2074;2369
1877;1035;2074;2075
1878;453;1729;3176
1879;400;1209;1472
1880;627;1260;2386
1881;127;1193;2385
1882;638;2265;2476
1883;128;1060;1580
1884;1039;1561;2195
1885;436;920;2195
1886;1041;2113;2829
1887;413;1041;2113
1888;592;1042;1829
1889;151;1042;2259
1890;663;1218;2463
1891;1054;2462;2548
1892;1044;2119;2141
1893;1044;2141;3140
1894;1046;2167;2597
1895;363;1046;2167
1896;1045;1046;1889
1897;182;1429;1994
1898;304;1047;3025
1899;304;2169;2170
1900;203;1048;2665
1901;871;1738;2665
1902;586;2230;2231
1903;589;1049;2948
1904;802;1983;2906
1905;565;1423;1424
1906;302;1163;2151
1907;310;1051;1286
1908;164;1653;3058
1909;658;2535;2932
1910;410;1545;2299
1911;663;1054;2462
1912;663;1054;2697
1913;527;1168;1559
1914;527;1559;1620
1915;23;1317;1718
1916;23;1056;1130
1917;502;1468;1922
1918;26;1057;1922
1919;379;805;1151
1920;379;1058;1151
1921;303;1059;1498
1922;46;1469;2083
1923;748;2867;2868
1924;128;1060;2867
1925;430;1664;1665
1926;303;1060;2868
1927;272;879;1062
1928;1062;2261;2743
1929;391;1396;1990
1930;391;1390;1391
1931;429;1064;3078
1932;281;1990;2916
1933;569;1573;2252
1934;319;1065;2252
1935;251;900;1741
1936;19;1066;1345
1937;251;1067;1345
1938;309;1066;1067
1939;549;1827;2156
1940;70;2157;2438
1941;1069;2529;2530
1942;282;1069;2530
1943;380;1331;2583
1944;1978;2642;2655
1945;1071;1978;2340
1946;95;1072;1074
1947;999;1121;1649
1948;1073;2189;3064
1949;1073;2493;3095
1950;280;3064;3095
1951;615;1074;2986
1952;317;1330;1796
1953;317;1796;2735
1954;0;916;2024
1955;0;1076;2024
1956;916;1575;2310
1957;321;1077;1574
1958;642;1755;3060
1959;414;1755;3060
1960;490;1644;2858
1961;44;2379;2425
1962;324;1081;1295
1963;84;1080;1221
1964;324;1081;2441
1965;1080;1221;2441
1966;350;1780;2964
1967;1082;1083;2855
1968;1083;2640;2964
1969;1083;2897;2951
1970;430;1274;2365
1971;415;1274;2365
1972;286;1538;3053
1973;286;1085;1487
1974;428;1085;2387
1975;22;1086;1635
1976;503;1840;1929
1977;503;1442;2292
1978;1088;2495;2496
1979;293;1088;2496
1980;452;1126;3168
1981;1089;1126;2185
1982;141;1089;1090
1983;401;1761;3146
1984;289;1091;2804
1985;289;2473;2804
1986;970;1425;1460
1987;156;1808;2064
1988;551;2154;2155
1989;1093;2154;3096
1990;301;896;2090
1991;754;1900;3104
1992;616;1557;1678
1993;500;1736;2756
1994;455;1096;2588
1995;211;1908;2588
1996;1097;2144;2153
1997;1097;1758;2949
1998;382;1352;2234
1999;1099;1758;2949
2000;142;1963;2949
2001;308;1100;1463
2002;411;1102;1463
2003;1101;1564;2377
2004;308;1101;2377
2005;1102;1466;2550
2006;901;1466;2550
2007;160;1651;2761
2008;477;1855;2516
2009;532;1104;2131
2010;170;1576;2873
2011;21;1093;2155
2012;1105;2135;2819
2013;463;1730;1811
2014;472;1106;2686
2015;1107;1509;2860
2016;962;1509;2860
2017;560;1134;2004
2018;561;2005;2160
2019;392;1214;2134
2020;392;1214;2233
2021;392;1109;2233
2022;659;1760;2487
2023;311;1138;2848
2024;659;2485;2486
2025;195;2413;2485
2026;926;1702;3107
2027;1113;1702;3107
2028;655;2250;2875
2029;173;1114;2250
2030;179;1115;2523
2031;461;1115;2523
2032;218;1190;2885
2033;218;1116;1938
2034;489;1272;1923
2035;292;1117;1925
2036;489;1923;1925
2037;136;1924;3182
2038;148;2054;2211
2039;148;1119;2211
2040;619;1120;1400
2041;425;1120;1400
2042;1121;1847;2488
2043;468;1001;2488
2044;211;1617;1939
2045;495;1122;1939
2046;182;1123;2405
2047;892;1429;2405
2048;1124;2468;3122
2049;1124;2468;2684
2050;976;1125;1752
2051;59;1125;1752
2052;452;1100;1126
2053;141;1100;1126
2054;259;1743;3194
2055;466;1662;2072
2056;1128;1696;2420
2057;104;1128;1696
2058;86;1098;1376
2059;307;1129;2696
2060;170;1715;1754
2061;604;1859;3203
2062;1131;1903;2543
2063;515;1131;2644
2064;193;2138;2940
2065;595;1668;2117
2066;1133;2642;2655
2067;380;1133;2655
2068;1134;2427;2457
2069;162;1632;1692
2070;904;2198;2214
2071;201;2198;2214
2072;1136;2182;2660
2073;724;1136;2660
2074;590;1627;2022
2075;591;1137;1627
2076;1112;1751;2848
2077;1138;1751;2848
2078;327;1155;2628
2079;327;982;2628
2080;714;2467;2718
2081;400;2247;2467
2082;456;1584;2822
2083;456;1448;2958
2084;266;1142;1697
2085;703;1757;2426
2086;335;1143;2922
2087;806;1178;2922
2088;124;1597;3177
2089;799;1144;2498
2090;265;2745;3186
2091;887;1877;2745
2092;358;1309;2728
2093;1215;1716;2705
2094;1927;2285;2554
2095;1027;1927;2285
2096;146;1148;3051
2097;719;2188;2933
2098;163;893;1149
2099;553;1216;2805
2100;607;1150;1209
2101;135;1150;1209
2102;227;1058;1151
2103;453;1727;1729
2104;669;2495;2496
2105;669;2495;3005
2106;1153;2312;3202
2107;1153;2312;2773
2108;1154;2115;2403
2109;24;1154;2115
2110;1139;1155;2628
2111;12;1139;1155
2112;327;1156;2839
2113;327;1552;2839
2114;1157;2539;2779
2115;1157;2539;2872
2116;541;1158;2275
2117;356;1158;2275
2118;319;1159;1315
2119;27;1565;1873
2120;27;1160;1762
2121;564;1434;2670
2122;564;2138;2670
2123;431;1670;2422
2124;123;1162;1671
2125;1163;1912;2151
2126;20;1163;1912
2127;513;1419;1525
2128;579;1231;2174
2129;445;1625;2947
2130;543;2104;2105
2131;464;1135;2214
2132;464;1166;1904
2133;846;2067;2664
2134;36;1167;2664
2135;137;2043;3164
2136;527;2051;2052
2137;1050;2163;2948
2138;279;1169;2163
2139;646;1866;2509
2140;680;1170;2874
2141;646;1171;2376
2142;384;1171;2376
2143;1172;3150;3151
2144;249;1172;3151
2145;827;1714;1835
2146;13;1714;1835
2147;1206;2411;3048
2148;813;1206;3048
2149;1082;1721;2604
2150;1175;1721;2604
2151;399;1176;2277
2152;1176;2277;2400
2153;124;1177;1555
2154;124;954;1555
2155;550;1945;2149
2156;306;1178;2150
2157;460;880;1179
2158;474;1179;1742
2159;907;2499;3189
2160;89;2239;3188
2161;207;1041;2829
2162;207;1181;2829
2163;472;1182;1911
2164;739;1638;1911
2165;147;1183;2900
2166;147;890;1478
2167;585;1581;2209
2168;801;1443;2784
2169;28;1250;1618
2170;28;1618;2637
2171;688;1776;3047
2172;125;1776;3047
2173;591;1137;2273
2174;151;2023;2272
2175;185;1188;2388
2176;465;1188;2388
2177;303;1061;1676
2178;130;1061;1189
2179;507;1190;1974
2180;218;1190;1974
2181;689;1792;2620
2182;183;1191;2621
2183;956;1192;2615
2184;347;956;1192
2185;437;1193;2077
2186;127;1193;2077
2187;672;2566;2567
2188;184;1412;2568
2189;527;1620;2148
2190;137;1195;2051
2191;869;2525;2662
2192;330;1196;2525
2193;114;1197;2148
2194;330;1197;2052
2195;46;1198;2083
2196;654;1469;2083
2197;1342;2556;2732
2198;176;1255;2555
2199;315;1019;1200
2200;606;1104;2266
2201;987;1201;2753
2202;178;987;1201
2203;1173;2349;2465
2204;271;2349;2465
2205;131;1203;1809
2206;473;1203;1809
2207;672;1435;2566
2208;329;2367;2996
2209;696;1205;1568
2210;419;1205;1568
2211;354;2883;2953
2212;641;2410;2412
2213;491;1207;1719
2214;571;1207;1719
2215;587;943;1208
2216;267;943;1208
2217;135;1708;2687
2218;135;1727;2908
2219;658;1550;2534
2220;92;1210;2535
2221;337;2044;2179
2222;31;1211;3195
2223;832;1626;3124
2224;93;1212;3125
2225;19;1066;1500
2226;19;1213;1500
2227;1110;1214;2233
2228;24;1110;1214
2229;640;2112;2218
2230;176;1215;2112
2231;55;1091;2803
2232;774;1270;1931
2233;1217;1845;1953
2234;98;1217;1953
2235;1304;2461;2697
2236;297;1218;2463
2237;1093;2154;2155
2238;140;1101;1564
2239;556;1907;2654
2240;633;1220;2390
2241;401;1090;2006
2242;84;1221;1406
2243;397;1222;1624
2244;397;1222;2460
2245;92;1703;2540
2246;557;1703;2540
2247;681;1474;2772
2248;393;1225;2610
2249;847;1672;2079
2250;393;1672;2079
2251;720;2383;2880
2252;8;1226;2880
2253;351;946;1227
2254;946;1227;1910
2255;600;2143;2289
2256;861;2016;2502
2257;1725;2253;2817
2258;557;1229;1608
2259;281;1230;1773
2260;656;1230;1773
2261;1231;1866;2509
2262;579;1164;1996
2263;683;2503;2594
2264;381;1333;2549
2265;463;1233;2267
2266;132;1233;2267
2267;670;1363;2565
2268;179;1234;2564
2269;117;1235;1381
2270;117;2641;2857
2271;684;1542;2256
2272;334;1185;1542
2273;685;1237;2919
2274;334;2832;2919
2275;650;2111;2418
2276;342;1240;2111
2277;660;1240;2528
2278;142;1963;2529
2279;1240;2111;2419
2280;72;1240;2419
2281;5;1242;2201
2282;1241;2200;2201
2283;5;1241;2201
2284;580;2200;2201
2285;581;2056;2276
2286;1243;2276;2524
2287;656;1230;2439
2288;656;1571;2864
2289;655;2250;2606
2290;173;1245;3100
2291;631;2447;2448
2292;140;1246;2447
2293;549;1571;2157
2294;143;1945;2757
2295;348;2159;2886
2296;1248;2159;2886
2297;1248;2634;2886
2298;348;1249;2159
2299;28;1276;2309
2300;495;1250;1618
2301;510;1917;2010
2302;7;1251;1917
2303;349;1252;1548
2304;538;1253;1548
2305;483;1789;1936
2306;349;1253;1789
2307;917;1607;2396
2308;1254;1607;2396
2309;668;1255;2555
2310;668;1255;2732
2311;1256;1438;2177
2312;240;1256;2177
2313;572;975;2254
2314;572;1257;2254
2315;148;1258;2171
2316;571;1207;2054
2317;561;1311;2074
2318;561;2074;2075
2319;170;1260;1715
2320;627;1576;2873
2321;91;1261;2862
2322;91;2748;2862
2323;534;1589;1946
2324;534;1589;2012
2325;512;1263;2190
2326;246;1263;2190
2327;1264;2699;2954
2328;514;1753;1800
2329;749;1265;1971
2330;628;1265;2053
2331;1266;2432;2433
2332;357;1266;2433
2333;326;2368;2404
2334;681;1474;2814
2335;1004;1881;2608
2336;335;2149;3193
2337;574;936;1269
2338;80;1348;2703
2339;552;1270;2520
2340;55;1270;2520
2341;726;1267;2902
2342;726;1271;2902
2343;701;1272;1923
2344;202;2612;2639
2345;150;1273;2406
2346;585;1273;2406
2347;153;1274;1972
2348;430;1274;1972
2349;1275;3165;3166
2350;387;1275;3166
2351;1185;1276;2364
2352;28;1185;1276
2353;985;1401;3126
2354;1401;2995;3126
2355;1119;1278;1976
2356;148;1119;1278
2357;273;989;1279
2358;462;989;1279
2359;1280;3042;3043
2360;230;2927;3042
2361;1281;2410;2412
2362;354;1281;2412
2363;224;2101;2278
2364;224;1282;2101
2365;74;2423;2538
2366;655;1283;2423
2367;990;2066;2080
2368;134;2066;2080
2369;417;1285;1957
2370;155;1285;1957
2371;100;1286;1375
2372;567;1159;2158
2373;590;1287;2384
2374;50;1287;2384
2375;1288;2271;3114
2376;352;1288;3114
2377;863;1289;1822
2378;196;1289;3028
2379;764;2656;2657
2380;406;1290;2656
2381;1467;2471;2600
2382;666;1291;3092
2383;637;1034;2472
2384;637;1467;2515
2385;167;923;1293
2386;611;1007;1788
2387;529;1294;2782
2388;73;1294;2782
2389;324;1089;2164
2390;324;1295;2164
2391;1109;1296;2175
2392;392;1109;1296
2393;32;1297;2039
2394;609;1297;2039
2395;804;1707;2863
2396;385;1707;2895
2397;385;878;1299
2398;878;2007;2894
2399;690;1699;2358
2400;357;1302;2635
2401;796;1302;2993
2402;795;1301;3065
2403;1302;2635;2636
2404;1302;2636;2961
2405;1303;1504;2734
2406;45;1303;1504
2407;663;2461;2697
2408;119;1304;2461
2409;295;1089;2185
2410;1477;2889;3093
2411;675;2323;2325
2412;358;2705;2728
2413;674;1188;2321
2414;359;1307;2324
2415;635;2444;2445
2416;177;1308;2444
2417;1309;2713;2737
2418;8;1226;2730
2419;710;2593;2709
2420;11;1335;2593
2421;161;1311;2074
2422;566;1519;1914
2423;325;1652;2707
2424;732;1489;2799
2425;253;1320;2736
2426;712;1392;2721
2427;676;1314;2497
2428;113;1337;2725
2429;1159;1315;2158
2430;100;1315;2158
2431;277;1015;2994
2432;277;1316;2994
2433;947;1317;1718
2434;947;1317;3084
2435;859;1318;1858
2436;769;1476;2619
2437;769;1319;3062
2438;742;2590;2736
2439;112;1320;2590
2440;920;2607;2673
2441;102;1657;2675
2442;323;1322;2450
2443;1323;2451;2458
2444;713;1872;2450
2445;322;1323;2458
2446;253;1313;2727
2447;253;1324;2727
2448;709;1325;2737
2449;8;1325;2737
2450;706;1414;2719
2451;376;2695;3035
2452;705;1882;2616
2453;97;2474;2475
2454;699;1942;2955
2455;360;1328;2335
2456;694;2040;2145
2457;694;1329;2926
2458;693;1330;1796
2459;101;1529;2303
2460;1331;2583;2726
2461;113;1331;2726
2462;687;1812;1947
2463;29;1561;2300
2464;1333;2549;2643
2465;918;2594;2643
2466;679;2167;2597
2467;10;939;2596
2468;367;1335;2715
2469;710;1437;2715
2470;708;1336;2827
2471;676;2587;2725
2472;362;1337;2587
2473;216;1339;2314
2474;216;1675;2314
2475;6;1339;2708
2476;375;1340;2905
2477;375;1368;2798
2478;671;1860;2220
2479;106;1341;2569
2480;668;2556;2732
2481;94;1342;2556
2482;647;2391;2481
2483;204;1343;2482
2484;639;1344;2393
2485;294;869;2227
2486;629;1563;1844
2487;629;1464;1759
2488;605;1660;3129
2489;377;1346;2352
2490;576;1582;2162
2491;1347;1582;2162
2492;574;2056;2703
2493;339;2056;2276
2494;573;1661;2205
2495;340;1241;2200
2496;864;1350;2009
2497;1350;2058;3156
2498;560;2005;2160
2499;323;1872;2450
2500;25;1133;2642
2501;25;1352;2002
2502;526;2035;2371
2503;373;1401;2035
2504;509;2029;2032
2505;371;2010;2030
2506;372;1355;2592
2507;493;1962;3163
2508;492;1356;1958
2509;372;1357;2591
2510;1357;2591;2622
2511;492;1269;2622
2512;571;1358;2055
2513;83;1719;2424
2514;83;1359;2424
2515;374;1359;1960
2516;26;1360;1952
2517;26;1468;1922
2518;407;1547;1879
2519;407;1081;1879
2520;401;1406;2006
2521;626;1495;2685
2522;670;2564;2724
2523;9;1363;2565
2524;321;1574;2288
2525;695;1364;2818
2526;1140;1365;2100
2527;86;1365;2100
2528;1367;2717;2740
2529;248;1366;2718
2530;3;1366;2740
2531;3;1367;2740
2532;105;1368;2997
2533;732;2797;2997
2534;809;1369;2337
2535;103;1889;2843
2536;759;2378;2577
2537;111;1370;2576
2538;775;1961;2630
2539;775;2630;3056
2540;856;1372;1388
2541;107;856;1372
2542;934;1373;1819
2543;378;934;1373
2544;10;939;1374
2545;939;1374;1894
2546;1051;1286;1375
2547;302;1051;1375
2548;1098;1376;2633
2549;382;1376;2633
2550;1201;1377;2264
2551;12;1377;2264
2552;30;1664;1665
2553;439;1518;1999
2554;158;1379;3020
2555;518;1465;2945
2556;657;1380;2891
2557;344;2809;2891
2558;1235;1381;1531
2559;414;1381;1531
2560;282;1978;2340
2561;660;2529;2530
2562;636;2470;2896
2563;1553;2417;2600
2564;538;1551;2609
2565;484;1551;2609
2566;738;1387;2835
2567;214;2410;2768
2568;213;1386;2061
2569;1386;1944;2061
2570;490;2089;2722
2571;139;1499;1863
2572;360;1372;1388
2573;699;2335;2955
2574;132;1389;2849
2575;132;1166;1904
2576;661;2127;2700
2577;119;1390;2700
2578;429;1391;3078
2579;281;1990;3078
2580;670;1392;2724
2581;355;1392;2724
2582;589;2243;2244
2583;389;1393;2243
2584;726;2539;2779
2585;199;1394;2780
2586;65;2021;3159
2587;564;2422;3026
2588;756;2223;3017
2589;391;1396;3017
2590;420;1397;3132
2591;1397;3130;3132
2592;812;1399;3001
2593;812;1851;3088
2594;819;2045;2639
2595;42;1399;2570
2596;208;1400;1411
2597;425;1400;1411
2598;526;933;2035
2599;933;1401;2035
2600;15;1402;2481
2601;1402;2391;2481
2602;405;1403;1806
2603;56;1403;1806
2604;152;2483;2484
2605;152;1404;2363
2606;68;1405;3119
2607;740;1208;2489
2608;247;1362;1495
2609;84;1362;1406
2610;418;1407;2785
2611;296;1407;2785
2612;421;1031;1408
2613;1031;1408;2456
2614;77;1680;2580
2615;543;1165;2036
2616;587;1410;2508
2617;68;2232;2489
2618;557;1411;2971
2619;557;1411;1608
2620;672;1435;2568
2621;1412;1435;2568
2622;395;1413;2676
2623;1413;1674;2676
2624;706;1674;2676
2625;105;1414;2719
2626;1415;2912;2913
2627;217;1415;2913
