Id;V0;V1;V2
5158;219;1175;2682
5159;1695;2682;2683
5160;501;1695;2683
5161;115;2470;2684
5162;2470;2684;2896
5163;247;1076;2685
5164;247;1495;2685
5165;1106;1818;2686
5166;290;1818;2686
5167;135;1727;2687
5168;804;1727;2687
5169;141;1100;2688
5170;1100;1463;2688
5171;761;1813;2689
5172;241;1813;2689
5173;241;2690;3006
5174;763;2690;3006
5175;467;1490;2691
5176;1490;1520;2691
5177;905;2431;2692
5178;677;2431;2692
5179;760;1851;2693
5180;1851;2693;3002
5181;938;2270;2694
5182;938;2694;2974
5183;376;1326;2695
5184;706;1326;2695
5185;1098;2355;2696
5186;307;2355;2696
5187;390;1304;2697
5188;664;1054;3136
5189;200;1821;2698
5190;643;1821;2698
5191;228;1805;2699
5192;830;1805;2699
5193;661;1304;2700
5194;119;1304;2700
5195;409;1590;2701
5196;1047;1590;2701
5197;743;2747;2749
5198;879;2702;2748
5199;80;1269;2703
5200;574;1269;2703
5201;262;1886;2704
5202;704;1886;2704
5203;358;2323;2705
5204;1146;2323;2705
5205;858;2208;2706
5206;45;2208;2706
5207;673;1312;2850
5208;707;1312;2707
5209;1312;2573;2708
5210;6;2573;2708
5211;359;1308;2709
5212;710;1308;2709
5213;710;1308;2710
5214;177;1308;2710
5215;186;1306;2711
5216;709;1306;2711
5217;708;1336;2712
5218;362;1336;2712
5219;709;1306;2713
5220;358;1306;2713
5221;185;1307;2825
5222;359;1307;2714
5223;1335;2593;2715
5224;710;2593;2715
5225;962;2085;2716
5226;290;2686;2860
5227;1619;2415;2717
5228;714;1619;2717
5229;1140;2467;2718
5230;248;1140;2718
5231;706;1326;2719
5232;105;1326;2719
5233;581;1257;2720
5234;581;2056;2720
5235;712;1324;2721
5236;9;1324;2721
5237;139;1863;2722
5238;139;1387;2722
5239;154;961;2723
5240;961;1250;2723
5241;1234;2564;2724
5242;355;1234;2724
5243;692;1314;2726
5244;676;1314;2725
5245;1314;2725;2726
5246;113;2725;2726
5247;712;1324;2727
5248;712;1313;2727
5249;1716;2705;2728
5250;711;1716;2728
5251;244;1226;2729
5252;711;1226;2729
5253;1309;2728;2730
5254;711;2728;2730
5255;442;1883;2731
5256;889;1883;2731
5257;244;2729;2732
5258;1255;2729;2732
5259;46;2219;3018
5260;640;2219;2733
5261;1303;2734;3136
5262;390;1131;2734
5263;317;1075;2735
5264;1572;2735;2739
5265;253;1313;2736
5266;742;1313;2736
5267;1309;2730;2737
5268;8;2730;2737
5269;1;1065;2738
5270;1;915;2738
5271;2;1075;2739
5272;2;914;2739
5273;714;2718;2740
5274;1366;2718;2740
5275;945;1668;2741
5276;1668;2117;2741
5277;1033;2609;2742
5278;538;2609;2742
5279;745;1562;2743
5280;225;1562;2743
5281;847;2744;2840
5282;269;2744;2840
5283;265;1737;2745
5284;887;1737;2745
5285;934;1819;2746
5286;522;1819;2746
5287;1868;2747;2749
5288;205;1868;2747
5289;91;2574;2807
5290;91;2748;2807
5291;743;2702;2749
5292;511;2702;2749
5293;648;2309;2972
5294;648;2750;2972
5295;149;2254;2751
5296;149;1017;2751
5297;753;1737;2752
5298;265;1737;2752
5299;365;1201;2753
5300;365;867;2753
5301;881;2444;2754
5302;635;2444;2754
5303;218;1974;2755
5304;807;1974;2755
5305;1095;2204;2756
5306;500;2204;2756
5307;143;2156;2757
5308;873;2156;2757
5309;419;1593;2758
5310;722;1593;2758
5311;1205;2414;2759
5312;722;1205;2759
5313;973;2070;2760
5314;617;2070;2760
5315;160;2182;2761
5316;1136;2182;2761
5317;637;955;2762
5318;637;1034;2762
5319;470;1686;2763
5320;470;1685;2763
5321;18;2764;3129
5322;1346;2764;3129
5323;1078;2271;3148
5324;414;1078;2765
5325;622;2060;2766
5326;2060;2766;3175
5327;1465;1803;2767
5328;517;1803;2767
5329;214;1385;2768
5330;738;1385;2768
5331;128;979;2769
5332;422;2769;3041
5333;654;1469;2770
5334;434;1469;2770
5335;1291;2470;2771
5336;353;1291;2771
5337;681;2611;2772
5338;1267;2611;2772
5339;419;2312;2773
5340;419;1568;2773
5341;849;2774;3034
5342;849;1648;3034
5343;406;1289;2775
5344;667;1289;2775
5345;680;2306;2776
5346;680;1220;2776
5347;771;2037;2777
5348;39;2037;2777
5349;919;1756;2778
5350;54;1756;2778
5351;120;1271;2779
5352;726;1271;2779
5353;726;1267;2780
5354;199;1267;2780
5355;953;1884;2781
5356;499;1884;2781
5357;529;1141;2782
5358;73;1141;2782
5359;746;1562;2783
5360;345;1562;2783
5361;150;1273;2784
5362;801;1273;2784
5363;950;2346;2785
5364;296;2346;2785
5365;235;1690;2786
5366;877;1690;2786
5367;842;2073;2968
5368;731;2073;2968
5369;735;1141;2788
5370;529;1141;2788
5371;458;1768;2791
5372;129;1768;2789
5373;198;1748;2790
5374;728;1748;2790
5375;1768;2789;2791
5376;728;2789;2791
5377;1594;2078;2792
5378;133;1594;2792
5379;116;2165;2999
5380;116;2793;2999
5381;584;957;2794
5382;957;1672;2794
5383;885;1792;2795
5384;432;1792;2795
5385;1097;1758;2796
5386;808;1758;2796
5387;732;1412;2797
5388;395;1412;2797
5389;375;1489;2798
5390;732;1489;2798
5391;184;1412;2799
5392;732;1412;2799
5393;853;1425;2800
5394;234;1425;2800
5395;588;1298;2801
5396;385;1298;2801
5397;1020;2147;2802
5398;645;2147;2802
5399;55;1216;2803
5400;749;1216;2803
5401;1091;2803;2804
5402;749;2803;2804
5403;553;1971;2805
5404;749;1971;2805
5405;596;1160;2806
5406;27;1160;2806
5407;743;1462;2807
5408;803;1462;2807
5409;590;1287;2808
5410;761;1287;2808
5411;344;1246;2809
5412;768;1246;2809
5413;265;2810;3186
5414;930;2810;3186
5415;659;1760;2811
5416;844;1760;2811
5417;1360;1952;3057
5418;1360;2812;3057
5419;2165;2432;2813
5420;868;2165;2813
5421;1225;2610;2814
5422;681;2610;2814
5423;794;1725;2815
5424;62;1725;2815
5425;215;1021;2816
5426;794;1021;2816
5427;794;1021;2817
5428;299;1021;2817
5429;108;1819;2818
5430;108;1364;2818
5431;602;1438;2819
5432;602;1105;2819
5433;1969;2820;2821
5434;230;1969;2820
5435;784;1970;2821
5436;498;1970;2821
5437;456;1141;2822
5438;735;1141;2822
5439;735;1453;2823
5440;264;1453;2823
5441;1085;2387;3103
5442;210;2387;3103
5443;1307;2714;2825
5444;708;2714;2825
5445;930;1775;2826
5446;38;1775;2826
5447;708;1310;2827
5448;11;1310;2827
5449;386;1926;2828
5450;734;1926;2828
5451;1181;2828;2829
5452;734;2828;2829
5453;64;1983;2830
5454;802;1983;2830
5455;580;1258;2831
5456;580;1661;2831
5457;800;2833;2987
5458;750;2833;2987
5459;172;1688;2833
5460;750;1688;2833
5461;782;1695;2834
5462;219;1695;2834
5463;738;1385;2835
5464;388;1385;2835
5465;671;1437;2836
5466;671;1341;2836
5467;1415;1590;2837
5468;217;1415;2837
5469;757;1590;3184
5470;757;2838;3184
5471;1156;2838;2839
5472;757;2838;2839
5473;941;1658;2840
5474;269;1658;2840
5475;366;2028;2841
5476;366;1200;2841
5477;720;1043;2842
5478;1043;1640;2842
5479;103;1369;2843
5480;809;1369;2843
5481;308;1100;2844
5482;452;1100;2844
5483;434;1470;2845
5484;434;1580;2845
5485;767;1941;2846
5486;1941;2846;3030
5487;754;1595;2847
5488;423;1595;2847
5489;311;2486;2848
5490;1112;2486;2848
5491;424;1389;2849
5492;424;904;2849
5493;1312;2707;2850
5494;325;2707;2850
5495;1689;2851;3031
5496;750;1688;2851
5497;1068;1740;2852
5498;1068;2852;2904
5499;2434;2813;2853
5500;868;2813;2853
5501;226;2161;2854
5502;906;2161;2854
5503;89;2239;2855
5504;1082;2239;2855
5505;983;1656;2856
5506;471;1656;2856
5507;889;2731;2857
5508;889;2123;2857
5509;490;2425;2858
5510;1079;2425;2858
5511;159;1862;2859
5512;159;1476;2859
5513;290;2716;2860
5514;962;2716;2860
5515;345;1562;2861
5516;745;1562;2861
5517;1261;2861;2862
5518;745;2861;2862
5519;385;1747;2863
5520;385;1707;2863
5521;1244;2439;2864
5522;656;2439;2864
5523;499;1887;2865
5524;499;1884;2865
5525;844;1801;2866
5526;474;1801;2866
5527;748;1615;2867
5528;128;1615;2867
5529;303;1676;2868
5530;748;1676;2868
5531;225;1726;2869
5532;225;1562;2869
5533;2492;2870;3105
5534;789;2492;2870
5535;1195;2132;2871
5536;526;2132;2871
5537;389;2243;2872
5538;2243;2872;2984
5539;627;1260;2873
5540;170;1260;2873
5541;1170;2510;2874
5542;192;2510;2874
5543;1114;2250;2875
5544;386;1114;2875
5545;203;1249;2876
5546;203;1738;2876
5547;755;1899;2877
5548;494;1899;2877
5549;955;1826;2878
5550;261;955;2878
5551;1186;2744;2879
5552;125;1186;2879
5553;720;1711;2880
5554;8;1711;2880
5555;179;1115;2881
5556;577;1115;2881
5557;986;1890;2882
5558;986;1699;2882
5559;978;2342;2883
5560;354;978;2883
5561;752;2277;2884
5562;399;2277;2884
5563;218;1938;2885
5564;752;1938;2885
5565;818;1604;2886
5566;348;1604;2886
5567;327;1155;2887
5568;621;1155;2887
5569;208;1549;2888
5570;925;1549;2888
5571;504;1305;2889
5572;295;1305;2889
5573;32;1481;2890
5574;32;1297;2890
5575;1245;2435;2891
5576;344;2435;2891
5577;783;1578;2892
5578;234;1578;2892
5579;898;1697;2893
5580;501;1697;2893
5581;145;1299;2894
5582;878;1299;2894
5583;385;1298;2895
5584;1298;1706;2895
5585;636;1553;2896
5586;753;1553;2896
5587;328;910;2897
5588;910;1005;2897
5589;786;1256;2898
5590;240;1256;2898
5591;1061;1189;2899
5592;447;1189;2899
5593;780;2900;2924
5594;780;1410;2924
5595;695;2288;2901
5596;695;1364;2901
5597;326;2772;2902
5598;1267;2772;2902
5599;831;2018;2903
5600;831;1829;2903
5601;70;1673;2904
5602;821;1673;2904
5603;1340;2573;2905
5604;673;2573;2905
5605;1169;2163;2906
5606;802;1169;2906
5607;364;1814;2907
5608;364;891;2907
5609;135;1209;2908
5610;1209;1472;2908
5611;832;1646;2909
5612;832;1626;2909
5613;796;1980;2910
5614;215;1980;2910
5615;758;1417;2911
5616;59;1417;2911
5617;409;1417;2912
5618;758;1417;2912
5619;758;1026;2913
5620;217;1026;2913
5621;816;1550;2914
5622;337;1550;2914
5623;1211;2914;2915
5624;1063;1211;2915
5625;281;1230;2916
5626;816;1230;2916
5627;1230;2439;2917
5628;174;2439;2917
5629;820;1799;2918
5630;239;1799;2918
5631;685;1236;2919
5632;334;1236;2919
5633;599;1118;2920
5634;136;1118;2920
5635;563;2151;2921
5636;563;1897;2921
5637;81;806;2922
5638;81;1143;2922
5639;338;1478;2923
5640;780;1478;2923
5641;1183;2900;2924
5642;313;1183;2924
5643;119;2461;2925
5644;1218;2461;2925
5645;284;1575;2926
5646;284;1329;2926
5647;1280;2733;2927
5648;1280;2927;3042
5649;279;2623;2928
5650;801;2623;2928
5651;811;2464;2929
5652;443;2464;2929
5653;585;2208;2930
5654;858;2208;2930
5655;454;1710;2931
5656;454;1846;2931
5657;1210;2535;2932
5658;337;1210;2932
5659;508;1540;2933
5660;719;1540;2933
5661;767;2562;2934
5662;272;2562;2934
5663;1253;1789;2935
5664;133;1253;2935
5665;1459;2408;2936
5666;651;2408;2936
5667;622;1944;2937
5668;1385;1944;2937
5669;797;2194;2938
5670;260;2194;2938
5671;564;2138;2939
5672;2138;2939;2940
5673;193;1132;2940
5674;797;1132;2940
5675;159;1497;2941
5676;159;1642;2941
5677;994;2091;2942
5678;994;2942;3075
5679;54;1465;2943
5680;791;1465;2943
5681;791;2944;2973
5682;288;2944;2973
5683;1837;1861;2945
5684;791;1837;2945
5685;1572;2739;2946
5686;914;2739;2946
5687;1450;2269;2947
5688;615;2269;2947
5689;1049;2230;2948
5690;279;2230;2948
5691;1097;2153;2949
5692;142;2153;2949
5693;1660;1746;2950
5694;18;1660;2950
5695;1005;2196;2951
5696;350;2196;2951
5697;407;1546;2952
5698;860;1546;2952
5699;354;1206;2953
5700;813;1206;2953
5701;298;2506;2954
5702;298;1264;2954
5703;17;1328;2955
5704;17;1942;2955
5705;305;2003;2956
5706;971;2003;2956
5707;180;1383;2957
5708;180;1826;2957
5709;1141;2108;2958
5710;456;1141;2958
5711;343;1247;2959
5712;623;1247;2959
5713;425;1980;2960
5714;796;1980;2960
5715;39;1120;2961
5716;796;1120;2961
5717;1023;2089;2962
5718;388;2089;2962
5719;763;2690;2963
5720;763;1805;2963
5721;1083;2951;2964
5722;350;2951;2964
5723;257;2503;2965
5724;861;2503;2965
5725;310;1931;2966
5726;774;1931;2966
5727;593;1784;2967
5728;593;1914;2967
5729;88;1816;2968
5730;842;1816;2968
5731;77;1680;2969
5732;790;1680;2969
5733;332;1162;2970
5734;332;1434;2970
5735;1223;2888;2971
5736;557;1223;2971
5737;1275;1276;2972
5738;1276;2309;2972
5739;870;1837;2973
5740;288;2386;3205
5741;823;1930;2974
5742;37;1930;2974
5743;938;1780;2975
5744;350;1780;2975
5745;67;1503;2976
5746;67;2262;2976
5747;122;1484;2977
5748;122;1739;2977
5749;614;2547;2978
5750;614;1515;2978
5751;501;1695;2979
5752;782;1695;2979
5753;782;2979;2981
5754;782;1338;2981
5755;1338;2980;2981
5756;104;2980;2981
5757;547;1963;2982
5758;1069;1963;2982
5759;116;1266;2983
5760;795;1266;2983
5761;589;2242;2984
5762;2242;2984;2985
5763;157;1449;2985
5764;792;1449;2985
5765;1074;1771;2986
5766;280;1771;2986
5767;334;1185;2987
5768;800;1185;2987
5769;42;2041;2988
5770;949;2041;2988
5771;578;2021;2989
5772;2021;2989;3159
5773;1002;2126;2990
5774;497;2126;2990
5775;450;1452;2991
5776;776;1452;2991
5777;496;1833;2992
5778;776;1833;2992
5779;357;1301;2993
5780;357;1302;2993
5781;1040;2994;3199
5782;1015;2994;3199
5783;408;933;2995
5784;573;1277;3038
5785;908;1583;2996
5786;1204;1583;2996
5787;1368;2798;2997
5788;732;2798;2997
5789;544;1802;2998
5790;155;1802;2998
5791;1158;2999;3072
5792;1158;2165;2999
5793;1527;3000;3121
5794;667;1456;3004
5795;812;1398;3001
5796;420;1398;3001
5797;812;1733;3002
5798;331;1733;3002
5799;911;2455;3003
5800;249;2455;3003
5801;1456;3000;3004
5802;352;3000;3004
5803;449;1152;3005
5804;669;3005;3097
5805;1730;1811;3006
5806;763;1811;3006
5807;1589;1946;3007
5808;760;1589;3007
5809;788;1244;3008
5810;343;1244;3008
5811;44;1544;3009
5812;788;1544;3009
5813;788;1544;3010
5814;410;1544;3010
5815;1543;3011;3012
5816;410;1543;3011
5817;777;1386;3012
5818;213;1386;3012
5819;1023;2425;3013
5820;777;1023;3013
5821;928;2273;3014
5822;76;2273;3014
5823;278;1570;3015
5824;928;1570;3015
5825;276;1137;3016
5826;928;1137;3016
5827;756;2216;3017
5828;391;2216;3017
5829;2219;2733;3018
5830;785;2733;3018
5831;448;1445;3019
5832;736;1445;3019
5833;947;3020;3022
5834;158;947;3020
5835;859;3020;3022
5836;859;1318;3021
5837;859;3021;3022
5838;370;3021;3022
5839;519;1858;3023
5840;859;1858;3023
5841;1018;1832;3024
5842;473;1832;3024
5843;1047;2787;3025
5844;731;2787;3025
5845;65;1395;3026
5846;65;1670;3026
5847;233;1591;3027
5848;839;1591;3027
5849;863;1905;3028
5850;196;1905;3028
5851;1030;2679;3029
5852;1030;1791;3029
5853;225;1753;3030
5854;747;1753;3030
5855;1237;2832;3031
5856;750;2832;3031
5857;787;2626;3032
5858;200;2626;3032
5859;787;1681;3039
5860;787;3033;3039
5861;1645;2774;3034
5862;231;1645;3034
5863;1746;2695;3035
5864;1011;1746;3035
5865;808;1758;3036
5866;307;1758;3036
5867;135;1708;3037
5868;808;1708;3037
5869;1277;2995;3038
5870;408;2995;3038
5871;842;1598;3039
5872;293;1598;3039
5873;447;1378;3040
5874;748;1378;3040
5875;979;2769;3041
5876;979;1518;3041
5877;790;1878;3042
5878;230;1878;3042
5879;416;1428;3043
5880;790;1428;3043
5881;528;2041;3044
5882;528;1168;3044
5883;821;1723;3045
5884;821;1502;3045
5885;660;1240;3046
5886;72;1240;3046
5887;688;1534;3047
5888;125;1534;3047
5889;316;2411;3048
5890;316;1174;3048
5891;1570;3016;3049
5892;862;1570;3049
5893;510;1916;3050
5894;862;1916;3050
5895;862;1916;3051
5896;146;1916;3051
5897;742;2589;3052
5898;798;2589;3052
5899;286;1487;3053
5900;798;1487;3053
5901;798;2589;3054
5902;254;2589;3054
5903;396;1424;3055
5904;396;2186;3055
5905;1402;2629;3056
5906;1371;1402;3056
5907;450;1027;3057
5908;450;1952;3057
5909;864;1444;3154
5910;1444;3058;3154
5911;811;1522;3059
5912;404;1522;3059
5913;642;1381;3060
5914;414;1381;3060
5915;921;2484;3061
5916;751;2484;3061
5917;769;1798;3062
5918;318;1798;3062
5919;797;2938;3063
5920;857;3063;3158
5921;977;1625;3064
5922;280;1625;3064
5923;1301;2910;3065
5924;215;2910;3065
5925;555;1536;3101
5926;1536;1537;3066
5927;462;2192;3067
5928;944;2192;3067
5929;621;2338;3068
5930;1892;2338;3068
5931;398;1454;3069
5932;398;1009;3069
5933;483;1937;3070
5934;917;1937;3070
5935;34;1643;3071
5936;1127;1643;3071
5937;835;1895;3072
5938;541;1895;3072
5939;444;1694;3073
5940;884;1694;3073
5941;884;1694;3074
5942;273;1694;3074
5943;884;1919;3075
5944;76;1919;3075
5945;1219;2154;3076
5946;551;2154;3076
5947;783;1492;3077
5948;421;1492;3077
5949;1064;1773;3078
5950;281;1773;3078
5951;828;1094;3079
5952;66;1094;3079
5953;876;2236;3080
5954;298;2236;3080
5955;566;2466;3081
5956;1630;2466;3081
5957;1290;2775;3082
5958;667;2775;3082
5959;368;1466;3083
5960;883;1466;3083
5961;947;3022;3084
5962;370;3022;3084
5963;236;2336;3085
5964;855;2336;3085
5965;126;1022;3086
5966;855;1022;3086
5967;886;2516;3087
5968;793;2516;3087
5969;138;1398;3088
5970;812;1398;3088
5971;266;1421;3089
5972;825;1421;3089
5973;2613;3090;3091
5974;702;2613;3090
5975;825;1421;3091
5976;412;1421;3091
5977;1291;2470;3092
5978;115;2470;3092
5979;295;2164;3093
5980;860;2164;3093
5981;144;1477;3094
5982;860;1477;3094
5983;280;1771;3095
5984;906;1771;3095
5985;333;2493;3096
5986;906;2493;3096
5987;941;1152;3097
5988;52;941;3097
5989;810;2344;3183
5990;121;1491;3098
5991;404;1522;3099
5992;810;1522;3099
5993;1245;2891;3100
5994;657;2891;3100
5995;1536;3066;3101
5996;56;3066;3101
5997;834;2101;3102
5998;506;2101;3102
5999;940;1487;3103
6000;1085;1487;3103
6001;494;1383;3104
6002;494;1900;3104
6003;2207;2428;3105
6004;854;2207;3105
6005;854;1720;3106
6006;485;1720;3106
6007;258;2133;3107
6008;1113;2133;3107
6009;122;1484;3108
6010;817;1484;3108
6011;817;1484;3109
6012;399;1484;3109
6013;243;1296;3110
6014;817;1296;3110
6015;1193;1988;3111
6016;1576;3111;3144
6017;560;1872;3112
6018;1351;1872;3112
6019;691;2086;3113
6020;1166;2086;3113
6021;1524;3004;3114
6022;352;3004;3114
6023;981;2992;3115
6024;776;2992;3115
6025;852;1831;3116
6026;458;1831;3116
6027;240;1823;3117
6028;866;1823;3117
6029;1901;2923;3118
6030;866;1901;3118
6031;866;1901;3119
6032;68;1901;3119
6033;1485;2991;3120
6034;776;2991;3120
6035;829;1288;3121
6036;352;1288;3121
6037;402;1520;3122
6038;829;1520;3122
6039;839;1180;3123
6040;89;3123;3188
6041;832;1212;3124
6042;336;1212;3124
6043;832;1646;3125
6044;93;1646;3125
6045;82;1277;3126
6046;82;985;3126
6047;1285;1503;3127
6048;545;1285;3127
6049;841;1906;3128
6050;166;1906;3128
6051;605;2352;3129
6052;1346;2352;3129
6053;894;2374;3131
6054;819;2374;3131
6055;252;1577;3131
6056;894;1577;3131
6057;819;2045;3132
6058;420;2045;3132
6059;169;1612;3133
6060;169;1512;3133
6061;1933;2558;3134
6062;733;2558;3134
6063;57;1473;3135
6064;1029;1473;3135
6065;1054;2697;3136
6066;390;2697;3136
6067;1543;2552;3137
6068;778;2552;3137
6069;893;1149;3138
6070;554;1149;3138
6071;429;2282;3139
6072;822;2282;3139
6073;1502;3139;3140
6074;822;3139;3140
6075;1427;2883;3141
6076;256;1427;3141
6077;765;1142;3142
6078;1142;2426;3142
6079;530;1775;3143
6080;530;1760;3143
6081;1193;2385;3144
6082;627;2385;3144
6083;239;1712;3145
6084;827;1712;3145
6085;626;1495;3146
6086;401;1495;3146
6087;1284;2080;3147
6088;134;2080;3147
6089;1078;2765;3148
6090;577;2765;3148
6091;1125;2296;3149
6092;652;2296;3149
6093;384;2599;3150
6094;826;2599;3150
6095;826;2305;3151
6096;249;2305;3151
6097;435;1537;3152
6098;435;1535;3152
6099;954;1669;3153
6100;799;1669;3153
6101;569;1797;3154
6102;864;1797;3154
6103;864;2009;3155
6104;554;2009;3155
6105;864;1797;3156
6106;320;1797;3156
6107;249;1031;3157
6108;421;1031;3157
6109;2938;3063;3158
6110;260;2938;3158
6111;65;1395;3159
6112;857;1395;3159
6113;604;1718;3160
6114;1130;1718;3160
6115;443;1583;3161
6116;908;1583;3161
6117;908;1591;3162
6118;233;1591;3162
6119;1958;1962;3163
6120;1356;1958;3163
6121;933;1734;3164
6122;137;933;3164
6123;206;1781;3165
6124;838;1781;3165
6125;838;2197;3166
6126;387;2197;3166
6127;820;2399;3167
6128;820;1569;3167
6129;1126;2185;3168
6130;903;2185;3168
6131;369;2407;3169
6132;369;922;3169
6133;254;1883;3170
6134;836;1883;3170
6135;442;1558;3171
6136;836;1558;3171
6137;61;1087;3172
6138;836;1087;3172
6139;582;1891;3173
6140;582;1843;3173
6141;127;1567;3174
6142;833;1567;3174
6143;62;1725;3175
6144;779;1725;3175
6145;453;1728;3176
6146;1151;1728;3176
6147;1177;3177;3178
6148;124;1177;3177
6149;840;2353;3178
6150;653;2353;3178
6151;1014;1600;3179
6152;438;1600;3179
6153;1132;2117;3180
6154;595;2117;3180
6155;1040;2994;3181
6156;1316;2994;3181
6157;1422;2613;3182
6158;136;1422;3182
6159;403;1480;3183
6160;403;1491;3183
6161;88;2787;3184
6162;1047;2787;3184
6163;78;1579;3185
6164;729;1579;3185
6165;1145;2745;3186
6166;930;1145;3186
6167;769;1476;3187
6168;568;1476;3187
6169;1180;3123;3188
6170;907;1180;3188
6171;907;1180;3189
6172;329;1180;3189
6173;429;3139;3190
6174;1502;3139;3190
6175;30;1724;3191
6176;30;1664;3191
6177;149;2057;3192
6178;936;2057;3192
6179;335;1268;3193
6180;1004;1268;3193
6181;259;1127;3194
6182;845;1127;3194
6183;843;1815;3195
6184;31;1815;3195
6185;246;1709;3196
6186;843;1709;3196
6187;774;1270;3197
6188;601;1270;3197
6189;863;1822;3198
6190;499;1822;3198
6191;278;2192;3199
6192;1015;2192;3199
6193;883;1466;3200
6194;308;1466;3200
6195;850;1648;3201
6196;231;1648;3201
6197;93;1646;3202
6198;850;1646;3202
6199;604;1715;3203
6200;870;1715;3203
6201;870;1837;3204
6202;158;1837;3204
6203;288;2973;3205
6204;870;2973;3205
6205;1573;1797;3206
6206;915;1573;3206
6207;1012;2069;3207
6208;555;2069;3207
6209;394;1985;3208
6210;394;1459;3208
6211;190;2049;3209
6212;880;2049;3209
6213;1530;2765;3210
6214;414;2765;3210
